nom;Eau;Proteines;Glucides ;Lipides ;Sucres ;FibresAlimentaires;AG_satures ;Sel
Pâtes sèches standard, cuites, non salées;68,3;4,38;25;0,55;0,6;1,9;0,11;< 0,01
Pâtes fraîches, aux oeufs, cuites, non salées;59,1;6,31;32;1,3;-;1,5;-;0,042
Pâtes sèches, aux oeufs, cuites, non salées;68,1;4,94;23;2;0,8;2;0,34;< 0,01
Pâtes sèches, sans gluten, cuites, non salées;60,1;3,25;34,4;1,1;0,49;1;0,29;0,015
Pâtes sèches, au blé complet, cuites, non salées;67,5;4,88;23,4;0,9;0,6;3,3;0,099;< 0,01
Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées;58;3,38;36,6;0,8;traces;1,3;0,35;< 0,013
Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées;56,8;12,6;25,1;0,8;1,03;4,9;0,16;< 0,013
Vermicelle de riz, cuite, non salée;77,8;1,5;20,1;< 0,5;< 0,2;< 0,5;< 0,01;0,024
Vermicelle de soja, cuite, non salée;84,4;< 0,63;14,4;0,1;-;0,8;-;0,0063
Gnocchi à la semoule, cuit;-;5,6;34,4;2,4;0,2;1,8;0,4;1,2
Gnocchi à la pomme de terre, cuit;55,5;5,01;33,6;2,05;1,1;2;0,26;1,01
Gnocchi, cuit (aliment moyen);54,8;6,34;34;7,88;0,65;1,9;0,33;1,06
Frik (blé dur immature concassé), cuit, non salé;79,6;2,19;14;0,48;-;3,5;-;0,005
Épeautre, cru;11;15,6;59,5;2,43;6,68;10,7;0,41;0,02
Blé de Khorasan, cru;11,1;15,6;59,5;2,13;7,74;11,1;0,2;0,013
Blé tendre entier ou froment, cru;-;-;-;-;-;-;-;-
Blé germé, cru;47,8;8,03;41,4;1,27;-;1,1;0,21;0,04
Blé dur entier, cru;10,7;13;62,4;2,24;3,17;11;0,37;0,0088
Blé dur précuit, entier, cru;8,81;14,7;67,7;1,83;0,83;6,67;0,37;0,01
Riz blanc, cru;12,5;7,4;78;0,91;0,16;1,05;0,2;0,0061
Riz blanc étuvé, cru;11,3;7,47;78,6;0,98;0,4;1,32;0,21;0,012
Riz complet, cru;12,6;7,38;71,4;2,8;0,66;5;0,61;0,01
Riz sauvage, cru;11,5;11,7;69,2;0,94;2,5;5,9;0,14;0,0068
Riz rouge, cru;12,4;8,38;70,6;3;-;4,5;-;0,028
Riz thaï ou basmati, cru;12,4;8,06;77,8;0,84;0,17;0,92;0,19;0,014
Riz thaï ou basmati, cuit, non salé;67,8;3;28,3;-;< 0,2;0,8;-;< 0,01
Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;12,2;7,5;78,1;1;0,5;1,5;0,2;0,025
Maïs entier, cru;13,6;8,1;67,2;3,7;1,6;5,7;-;0,01
Avoine, crue;8,22;18,1;55,7;6,9;1,2;10,6;1,22;0,005
Orge entière, crue;9,44;13,4;56,2;2,3;0,8;17,3;0,48;0,03
Orge perlée, crue;10,1;10,6;68,6;1,16;0,8;9,1;0,24;0,023
Mil entier, cru;8,69;11,8;64,3;4,21;-;8,5;0,72;0,0068
Quinoa, cru;13,3;14,1;58,1;6,07;-;7;0,71;0,013
Amarante, crue;11,3;14,5;58,6;7,02;1,68;6,7;1,46;0,01
Sorgho entier, cru;12,4;10,6;65,4;3,46;2,48;6,7;0,61;0,005
Sarrasin entier, cru;10,1;12,9;64,6;3,55;-;7;0,74;0,0025
Seigle entier, cru;10,7;10,5;61;1,97;0,98;15;0,25;0,0073
Semoule de blé dur, crue;12,1;12;71,6;1,25;1;3,37;0,21;0,003
Semoule de blé dur, cuite, non salée;69,6;3,75;24;0,8;3;1,9;0,25;< 0,013
Mélange de céréales et légumineuses, cru;-;15;59;4;4,5;11;0,5;0,99
Polenta ou semoule de maïs, précuite, sèche;12,6;7,88;74;1,8;-;3,2;-;0,0043
Graine de couscous (semoule de blé dur précuite), crue;8,56;13,2;72,7;1,45;2,95;4,33;0,28;0,013
Boulgour de blé, cru;9,05;12,4;66,8;1,71;0,41;9,57;0,27;0,043
Pâtes sèches standard, crues;17,1;12,6;65,8;1,79;2,12;3;0,37;0,031
Pâtes fraîches, aux oeufs, crues;-;11,1;53,8;1,87;2,54;3,17;0,49;0,35
Pâtes sèches, aux oeufs, crues;9,01;15,2;68;4,72;2,19;3,15;1,34;0,085
Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature;-;13;71;3;0,5;4;1;0,99
Pâtes sèches, au blé complet, crues;11;12,6;67,6;2,2;1,8;6,1;0,38;0,016
Pâtes sèches, sans gluten, crues;-;6,61;79;1,24;0,38;1,22;0,24;0,0078
Vermicelle de riz, sèche;9,5;7,81;80,5;1;0;1,2;0,3;0,03
Vermicelle de soja, sèche;13,1;< 0,63;84,7;0,14;1,38;1,6;0;0,039
Gnocchi à la pomme de terre, cru;-;4,66;35;1,42;3,18;2,2;0,3;1,18
Gnocchi à la semoule, cru;-;6,2;37;2,6;9,9;1,9;0,34;2,21
Frik (blé dur immature concassé), cru;11,3;10,3;55,8;2,25;-;19,3;-;0,011
Pain (aliment moyen);30;9,01;54,4;1,61;2,74;3,84;0,37;1,28
Pain, baguette, courante;27,5;9,06;58,3;1,4;2,3;2,7;0,45;1,3
Pain, baguette ou boule, au levain;34,4;8,13;53,1;1,3;2,4;2,1;0,2;-
Pain, baguette, de tradition française;28,6;8,94;56,6;1;2,1;3,8;0,27;1,33
Pain, baguette ou boule, bis (à la farine T80 ou T110) ;30,2;9,43;54;0,33;2,39;4,2;0,045;-
Pain courant, 400g ou boule;36,9;8,67;52;2;-;2,6;0,42;1,33
Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110);34,5;9,52;49,9;1,19;1,37;4,33;0,17;1,37
Pain, baguette ou boule, de campagne;34,2;8,25;50;1,3;2,5;4,3;0,42;1,35
Pain complet ou intégral (à la farine T150);36,6;9,19;44,3;1,8;2,2;6,9;0,52;1,12
Pain de mie, complet;35,4;9,33;43,7;4,06;5,69;6,23;0,96;1,18
Pain de mie, au son;34,3;7,5;46;5,5;3,53;7;-;1,35
Pain de mie, multicéréale;34,4;9,66;43,6;5,41;4,42;5,74;1,15;1,29
Pain au son;33,3;8,8;44,4;2,6;2,04;6,21;0,2;1,65
Pain de seigle, et froment;32,8;9,06;51,5;1;2,4;4,5;0,32;1,35
Pain, sans gluten;33,8;2,75;51,8;3,3;4,9;6,5;1,24;1,56
Pain, baguette, sans sel;26,9;9,1;56,5;1,3;8,6;2,68;0,3;0,013
Pain panini;30,9;8,4;55,9;1,1;2,3;2,6;0,22;1,55
Pain pita;34,1;8,26;53;0,92;2,18;2,68;0,17;1,38
Pain de mie, courant;33,3;7,81;52,3;3,6;7,8;1,8;0,58;1,15
Pain de mie, sans croûte, préemballé;34,8;8,25;49,5;3,8;9,2;3;0,35;1,06
Pain de mie brioché, préemballé;28,3;8,63;52,4;6,5;11,5;3,1;0,76;1,12
Pain, baguette ou boule, aux céréales et graines, artisanal;33,2;10,5;46,9;3,2;2,2;5,2;0,45;1,13
Muffin anglais, complet, petit pain spécial, préemballé;45,6;13,7;32,9;1,87;2,13;7,07;0,2;0,98
Muffin anglais, petit pain spécial, préemballé;42,3;11,6;39,6;1,88;4,25;3,18;0,42;1,05
Bagel;34,3;10,2;47,3;3,98;5,36;3,42;1,02;1,08
Pain pour hamburger ou hot dog (bun), préemballé;30,9;9,95;49,7;5,35;5,88;3,3;0,88;1,14
Pain blanc maison (avec farine pour machine à pain);33,9;8,56;52,1;0,9;-;2,6;0,17;1,45
Pain de campagne maison (avec farine pour machine à pain);37,3;8,75;46,7;0,9;-;5,1;0,18;1,34
Pain pour hamburger ou hot dog (bun), complet, préemballé;-;9,75;46,3;5,75;5,38;4,75;0,55;1,11
Bretzel, pain frais;21,5;10,1;54,6;7,1;3,58;3,8;0,95;3,35
Tortilla souple (à garnir), à base de maïs;26;9,06;54,7;5,8;2,6;2,8;0,78;1,08
Tortilla souple (à garnir), à base de blé;26;9,15;52,1;8,2;1,55;3,85;3,85;1,25
Blini;45,9;5,98;33,7;11,2;3,14;2,35;3,19;1,32
Pain grillé, domestique;19,6;10,4;64;1,3;1,4;3,7;0,52;1,51
Biscotte classique;2,8;10,8;76,6;5,9;6,8;3,1;1,98;1,27
Biscotte briochée;-;11,9;69;9,28;9,01;4,85;6,17;0,99
Biscotte sans adjonction de sel;3,98;11,4;74;5,88;5,67;5,16;2,63;0,046
Biscotte multicéréale;5,1;12,9;66,7;7,22;5,4;7,08;2,51;1,51
Biscotte complète ou riche en fibres;4,2;12,8;67;6,17;4,32;8,84;2,61;1,25
Crackers de table au froment;-;8,5;75;12;0,4;4,1;4,5;1,5
Galette de riz soufflé complet;4,8;7,69;80,5;3;0,73;2,9;0,54;0,18
Galette multicéréales soufflée;2,45;8,86;82,4;2,5;0,98;3;0,33;0,23
Galette de maïs soufflé;2,6;7,44;-;1,7;0,3;-;0,36;0,2
Pain grillé, tranches, au froment;3,13;10,7;74,4;6,16;5,28;4,34;2,49;1,56
Pain grillé brioché, tranché, préemballé;4,45;11,6;70,8;9,19;11;3,58;4,18;1,03
Pain grillé suédois au froment;5,5;9,75;68,5;8,25;6,2;7,3;1,64;1,06
Pain grillé suédois aux graines de lin;-;11,3;63;9;4,67;9;1,17;1,57
Tartine craquante, extrudée et grillée;6,4;10,9;73,7;3,57;6,36;4,37;0,96;1,43
Pain grillé suédois au blé complet;5,8;11,5;66,4;8;2;7;3;1,53
Pain grillé suédois aux fruits;6,7;8,75;70,8;8;13;5,25;3;0,86
Pain grillé, tranches, multicéréale;3;12,1;68,8;9,3;3,68;5,95;1,04;1,09
Croûton à tartiner;-;13,5;70;2,85;7,5;7;1,45;1,3
Croûtons nature, préemballés;3,6;9,19;59,1;24,1;4;2,6;4,3;1,7
Chapelure;7,29;12,7;70;3,77;6,9;4,5;0,94;1,82
Gressin;2,48;13,9;65,3;11,8;2,06;5,16;2,78;1,8
Croûton à l'ail aux fines herbes ou aux oignons, préemballé;3,4;8,81;58,9;24,1;11,8;2;2,24;2,44
Pop-corn ou Maïs éclaté, à l'huile, salé;2,95;11;52,6;23,8;0,57;8,1;9,85;1,2
Pop-corn ou Maïs éclaté, à l'air, non salé;3,32;10,2;60;12,3;0,87;12,8;4,57;0,02
Pop-corn ou Maïs éclaté, au caramel;2;3;85,4;6,5;62;3;1;0,14
Chips de crevette;3,5;3,1;63,7;26,6;7,1;1;2,4;1,53
Chips de maïs ou tortilla chips;2,6;6,56;59,5;24,7;2,62;4,19;9,98;1,42
Biscuit apéritif soufflé, à base de pomme de terre;3;4,25;60,5;24,1;1,61;3,81;6,34;3,14
Biscuit apéritif, mini bretzel ou sticks;2,9;11,2;74,4;3,13;2,02;4,32;1,4;3,73
Biscuit apéritif soufflé, à base de pomme de terre et de soja;-;19;58,3;9,33;7,17;7,67;0,9;2,08
Biscuit apéritif (aliment moyen);1,78;9,2;60,3;22,3;3,82;3,41;9,48;2,43
Biscuit apéritif soufflé, à base de maïs, sans cacahuète;1,81;6,96;62,1;23;2,79;3,1;9,66;2,48
Biscuit apéritif, crackers, garni ou fourré, au fromage;1,65;13,8;46,3;32,2;5,38;3,37;19,9;1,89
Biscuit apéritif, crackers, nature;0,89;10,5;59;23,9;5,44;3,14;12,1;2,3
Biscuit apéritif, crackers, nature, allégé en matière grasse;4,05;6,53;73,1;9,33;3,97;3,67;4,67;3
Biscuit apéritif soufflé, à base de maïs, à la cacahuète;2,33;13,3;54,8;22,9;3,13;3,99;5,94;1,88
Biscuit apéritif à base de pomme de terre, type tuile salée;1,85;4,63;59,1;28,8;2,86;3,31;9,02;1,62
Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif;-;15,8;45,4;29,7;4,51;3,18;7,8;2,82
Biscuit apéritif feuilleté;2,15;12,3;53,7;26,5;1,86;2,69;17,5;2,54
Crêpe dentelle (pour apéritif) au fromage, préemballée;-;9,3;48,8;35,6;14,2;1,25;23,3;1,73
Fécule de pomme de terre;12,7;0;86,3;0,2;-;0,55;0,039;0,0094
Flocon d'avoine;10,1;14,2;57,9;6,51;0,97;10,2;1,13;0,014
Farine de blé tendre ou froment T110;12,4;10,3;68,6;1,5;1,6;6,8;0,27;< 0,13
Farine de blé tendre ou froment T150;10,7;12,2;64,9;1,52;1,77;10,2;0,22;0,035
Farine de blé tendre ou froment T65;13,2;14,9;67,6;1;1,5;3,5;-;0,03
Farine de blé tendre ou froment T55 (pour pains);12,5;9,9;73,7;1;1,5;3,2;0,19;< 0,13
Farine de blé tendre ou froment avec levure incorporée;-;10;74;1;2,5;2,5;0,5;-
Farine de blé tendre ou froment T45 (pour pâtisserie);11,3;9,94;75,9;0,82;0,41;2,5;0,13;0,098
Farine de blé tendre ou froment T80;10,7;10,9;73,2;1,18;1,77;4,2;0,17;-
Farine d'épeautre (grand épeautre);10,8;12,5;64;3;1,3;9,3;0,5;< 0,13
Amidon de maïs ou fécule de maïs;9,26;0,43;89,2;0,25;0;0,8;0,009;0,019
Farine de riz;11,4;8;73,9;2,5;0,9;3,3;0,46;< 0,13
Farine de seigle T170;10,8;17,1;44,8;2,22;2,31;23,8;0,27;0,005
Farine de seigle T85;12;8,7;70,7;1,37;0,93;7,15;0,15;0,0051
Farine de seigle T130;9,9;7,76;70,9;1,12;1,1;9,5;0,22;0,0061
Farine de sarrasin;12,1;11,5;68,4;2,19;0,03;4,2;0,33;0,042
Farine de maïs;10,5;6,23;78,1;2,1;0,64;2,55;0,27;0,0025
Farine d'orge;13,1;10,6;64,5;2,3;0,8;8,85;0,43;0,0081
Farine de millet;10,3;10,2;63,2;4,1;0,5;9,7;0,76;< 0,13
Farine de pois chiche;10,3;22,4;47;6,69;10,9;10,8;0,69;0,16
Farine de soja;5,13;39,2;22,9;21,4;7,5;10;3,04;0,019
Amidon de riz;14,2;0,63;85;0;-;traces;-;-
Pâte à pizza fine, crue;36,2;8,45;44,6;7,01;2,21;1,87;1,52;1,89
Pâte brisée, crue;28,6;5,87;43,6;19,5;3,77;1,8;8,96;1,06
Pâte brisée, matière grasse végétale, cuite;4,9;8,19;58,3;26,4;-;0,9;3,93;1,73
Pâte brisée, pur beurre, crue;-;6,33;44,9;19,5;3,23;1,88;13,1;1,49
Pâte brisée, pur beurre, surgelée, crue;-;6,2;43,3;20,7;7,55;1,6;11,5;0,83
Pâte brisée, pur beurre, cuite;3,9;8,31;61,1;23,9;3,22;1,7;16,1;1,25
Pâte feuilletée, matière grasse végétale, crue;29,5;5,93;41,4;20,4;2,31;1,87;7,57;1,15
Pâte feuilletée, surgelée, crue;31,8;3,6;33,3;27,4;1,7;3,05;13,3;1,12
Pâte feuilletée, cuite;3,94;7,88;54,1;31;0,3;1,8;15,9;1,57
Pâte feuilletée pur beurre, crue;30,9;6,14;39,7;20,1;3,03;2,32;14,1;1,37
Pâte feuilletée pur beurre, surgelée crue;-;5,47;35,3;25,8;1,33;1,4;17,7;0,86
Pâte feuilletée pur beurre, cuite;7,15;5,05;57;28,7;1,05;1,2;19;1,03
Feuille de brick, cuite à sec sans matière grasse;2,3;6,75;82,4;1,76;-;3;0,28;-
Pâte sablée, crue;-;5,3;51;19,6;13;1,2;9,94;0,25
Pâte sablée, cuite;3,4;5,7;64,4;24,6;22,9;1,5;11,8;0,27
Pâte sablée pur beurre, crue;-;5,95;53,6;15,8;13,4;1,65;10,1;0,029
Pâte phyllo ou Pâte filo, crue;32,6;7,1;50,8;6;0,18;1,9;1,47;1,21
Pâte sablée pur beurre, surgelée, crue;-;4,9;60,9;17,5;21,3;1,2;12;0,17
Pâte sablée pur beurre, cuite;7,2;6,2;63;20,9;20,1;1,9;13,7;0,47
Pâte à pizza crue;-;7,05;44,2;3,45;1,4;2,2;0,25;1,31
Khatfa feuille de brick, préemballée;-;7;59;1,5;2;2,5;0,1;3,25
Pâte à pizza cuite;25,2;8,5;55,3;7,1;3,3;2,5;1,74;1,7
Viande blanche, cuite (aliment moyen);64,2;28,1;0,26;6,55;0,0019;0,0009;2,15;0,17
Viande rouge, cuite (aliment moyen);62,6;26;0,027;10,1;;0;4,16;0,22
Viande cuite (aliment moyen);63,5;27,2;0,24;8,04;0,011;0,0083;3;0,2
Volaille, cuite (aliment moyen);65,5;27,6;0,28;5,96;0,0022;0,0013;1,77;0,24
Boeuf, entrecôte, partie maigre, grillée/poêlée;62,3;25,5;< 0,1;10,7;0;0;4,75;0,15
Boeuf, braisé;55,7;32,1;0;12,4;-;0;5,72;0,15
Boeuf, gîte à la noix, cuit;-;21;0,2;1,9;-;0;0,8;-
Boeuf, faux-filet, rôti/cuit au four;62;28,8;traces;8,71;-;0;3,62;-
Boeuf, faux-filet, grillé/poêlé;64,3;27,1;0;8,17;0;0;3,39;0,14
Boeuf, plat de côtes, braisé;48,9;37,3;0;13,3;0;0;5,58;0,13
Boeuf, hampe, grillée/poêlée;67,6;21,6;traces;9,76;-;0;4,36;-
Boeuf, joue, braisée ou bouillie;52,9;39,2;traces;8,82;-;0;3,19;-
Boeuf, jarret, bouilli/cuit à l'eau;-;31;traces;4,1;-;0;1,13;-
Boeuf, tende de tranche, grillée/poêlée;68,5;28,7;traces;2,92;-;0;0,98;-
Boeuf, tende de tranche, rôtie/cuite au four;67,4;29,8;traces;3,03;-;0;1,03;-
Boeuf, steak ou bifteck, grillé;69,1;27,6;traces;1,95;-;0;0,9;0,16
Boeuf, onglet, grillé;-;23;traces;8,8;-;0;-;-
Boeuf, rumsteck, grillé;-;25;traces;2,5;-;0;0,74;-
Boeuf, boule de macreuse, grillée/poêlée;68,8;26,7;traces;4,11;-;0;1,53;-
Boeuf, rosbif, rôti/cuit au four;72,5;21,9;0,3;3,16;-;0;0,62;< 0,1
Boeuf, bavette d'aloyau, grillée/poêlée;67,8;25;traces;6,94;-;0;2,73;-
Boeuf, boule de macreuse, rôtie/cuite au four;68,2;27,3;traces;4,2;-;0;1,59;-
Boeuf, à bourguignon ou pot-au-feu, cuit;59,4;34;traces;4,05;-;0;2,77;0,15
Boeuf, collier, braisé;-;33;traces;5,8;-;0;1,97;-
Boeuf, steak haché 5% MG, cuit;68,9;25,5;0;5,85;0;0;2,67;0,16
Boeuf, steak haché 10% MG, cuit;61,2;26,1;0;11,8;0;0;4,63;0,17
Boeuf, steak haché 15% MG, cuit;59,1;23,6;0;16,1;0;0;7,08;0,21
Boeuf, steak haché 20% MG, cuit;56,7;23;0,14;19,2;0;0;8,14;0,19
Boeuf, steak haché, cuit (aliment moyen);60;23,8;0,0018;15,1;0;0;6,65;0,21
Boeuf, paleron, braisé ou bouilli;51,8;36,8;0,2;11,4;0;0;4,5;0,17
Boeuf, queue, bouillie/cuite à l'eau;-;28;traces;9,3;-;0;3,72;-
Veau, côte, grillée/poêlée;69,4;25,1;0;6,24;-;0;2,11;0,25
Veau, carré, sauté/poêlé;-;28;traces;6,6;-;0;2,64;-
Veau, escalope, cuite;65;31;traces;2,5;-;0;0,82;0,15
Veau, noix, grillée/poêlée;67,2;29,1;traces;3,44;-;0;1,06;-
Veau, noix, rôtie;67,2;29,1;traces;3,44;-;0;1,06;-
Veau, filet, rôti/cuit au four;60,7;23,4;0,5;11,7;0;0;4,13;0,23
Veau, rôti, cuit;67;28,1;0;3,39;-;0;1,22;0,17
Veau, épaule, grillée/poêlée;66,5;27,6;traces;6,17;-;0;2,07;-
Veau, épaule, braisée ou bouillie;55,9;36,4;traces;8,14;-;0;2,91;-
Veau, viande, cuite (aliment moyen);63,7;29;0,74;5,55;;0,053;1,79;0,25
Veau, jarret, braisé ou bouilli;56,7;37,4;traces;6,43;-;0;1,95;-
Veau, tête, bouillie/cuite à l'eau;-;21;traces;11,4;-;0;4,18;-
Veau, collier, braisé ou bouilli;53,9;34,9;traces;10,4;-;0;3,5;-
Porc, longe, cuite;57,5;27,1;0;14,7;0;0;5,37;0,15
Porc, palette, crue;63,4;24,8;traces;12,1;-;0;4,57;0,18
Porc, épaule, cuite;54,7;30;0;14,8;0;0;5,56;0,12
Porc, côte, grillée;58,9;29,6;0;10,3;-;0;4,11;0,14
Porc, rouelle de jambon, cuite;48,6;36,9;traces;13,1;-;0;-;0,18
Porc, carré, cuit;57,5;34,1;0,6;7,45;0;0;3,03;0,097
Porc, filet, maigre, en rôti, cuit;59,7;28,3;0;9,39;0;0;-;0,15
Porc, filet mignon, cuit;-;26,1;traces;7,1;-;0;2,58;0,13
Porc, viande, cuite (aliment moyen);59,3;29,1;0,24;9,78;;0;3,52;0,12
Porc, rôti, cuit;63,8;30,5;0,65;4,31;0;0;1,32;0,081
Porc, travers, braisé;49,4;23,1;0,13;26,6;0;0;10,7;0,12
Porc, échine, rôtie/cuite au four;51,5;26,2;< 0,1;21,2;0;0;-;0,15
Porc, escalope de jambon, cuite;-;36;traces;6,2;-;0;1,85;0,19
Poulet, cuisse, viande et peau, rôtie/cuite au four;62,2;25,9;2;11,3;0;0;4,44;0,23
Poulet, viande et peau, rôti/cuit au four;59,7;28,9;2,1;9,88;0;0;2,78;0,4
Poulet, cuisse, viande, rôti/cuit au four;66,9;24,8;0;8,03;0;0;2,2;0,26
Poulet, filet, sans peau, sauté/poêlé;67,5;30,1;0;2;traces;0;0,58;0,14
Poulet, cuisse, viande, bouilli/cuit à l'eau;64,3;24,8;0,7;9,52;0;0;-;0,23
Poulet, cuisse, viande et peau, bouilli/cuit à l'eau;64,1;26,1;< 0,55;9,1;< 0,2;0;2,64;0,18
Poulet, poitrine, viande et peau, rôti/cuit au four;62,4;29,8;0;7,78;0;0;2,19;0,18
Poulet, aile, viande et peau, rôti/cuit au four;59,4;23,8;0;16,9;0;0;4,98;0,25
Poulet, filet, sans peau, sauté/poêlé, bio;67,5;31,1;0;1,8;traces;0;0,62;0,12
Dinde, viande, rôtie/cuite au four;66,7;29,1;0;3,84;0;0;0,96;0,25
Dinde, escalope, sautée/poêlée;66,3;28,5;0;1,09;-;0;0,51;0,16
Dinde, escalope, rôtie/cuite au four;67,9;24,6;0,5;3,04;0;0;1;0,25
Agneau, côtelette, grillée;58;25,7;traces;15,2;-;0;6,52;0,31
Agneau, gigot, rôti/cuit au four;65,9;26,8;0;6,85;0;0;2,63;0,19
Agneau, épaule, rôtie/cuite au four;53,7;30,5;< 0,1;14,5;0;0;5,26;0,24
Agneau, épaule, maigre, rôtie/cuite au four;63,3;24,9;0;10,8;0;0;4,08;0,17
Agneau, collier, braisé ou bouilli;40,6;33,6;traces;25,6;-;0;-;-
Agneau, côte filet, grillée/poêlée;67,7;26,3;traces;5,78;-;0;2,21;-
Agneau, côte première, grillée/poêlée;64,1;26,1;0;9,01;-;0;3,67;0,18
Agneau, selle, partie maigre, rôtie/cuite au four;68,3;26,1;0;5,45;0;0;2,01;0,16
Agneau, gigot, grillé/poêlé;64,8;27,6;traces;7,08;-;0;2,63;-
Agneau, gigot, braisé;55,2;35,2;traces;9,03;-;0;3,46;-
Agneau, selle, partie maigre, grillée/poêlée;68,3;26,1;traces;5,45;-;0;2,05;-
Agneau, côte ou côtelette, cuite (aliment moyen);67,7;26,3;0;5,78;;0;2,21;
Agneau, viande, cuite (aliment moyen);60,5;28,1;0,011;10,6;;0;3,66;
Agneau, côte ou côtelette, grillée/poêlée (aliment moyen);67,7;26,3;0;5,78;;0;2,21;
Chevreuil, rôti/cuit au four;65,2;30,2;0;3,19;-;0;1,25;0,14
Sanglier, rôti/cuit au four;63,9;28,3;0;4,38;0;0;1,3;0,15
Cerf, rôti/cuit au four;65,2;30,2;0;3,19;-;0;1,25;0,14
Gibier à poil, cuit (aliment moyen);64,4;29,6;0;3,74;;0;1,26;0,14
Faisan, viande, rôtie/cuite au four;54,2;32,4;0;12,1;0;0;3,91;0,11
Gibier à plumes, viande, cuit (aliment moyen);61,6;25,1;0;13;0;0;3,24;0,73
Cheval, viande, rôtie/cuite au four;68,6;28;0;2,85;-;0;2,41;0,1
Cheval, tende de tranche, grillée/poêlée;68,7;27,9;traces;2,58;-;0;0,77;-
Cheval, faux-filet, grillé/poêlé;65,5;26,6;traces;6,27;-;0;2,1;-
Cheval, entrecôte, grillée/poêlée;64,4;28,2;traces;6,24;-;0;1,99;-
Cheval, faux-filet, rôti/cuit au four;63,2;28,3;traces;6,68;-;0;2,23;-
Cheval, tende de tranche, rôtie/cuite au four;66,6;29,7;traces;2,75;-;0;0,82;-
Chevreau, cuit;68,2;27,1;0;3,03;0;0;0,93;0,22
Lapin, viande braisée;58,8;30,4;0;8,41;0;0;2,73;0,093
Lapin, viande cuite;68,2;20,5;0,5;9,2;-;0;3,42;0,16
Lapin de garenne, viande, cuite;61,4;33;0;3,51;0;0;1,05;0,11
Chapon, viande et peau, rôti/cuit au four;58,7;29;0;11,7;-;0;3,26;0,12
Caille, viande et peau, cuite;60,5;26,8;0;10,9;0;0;3,06;0,13
Canard, viande et peau, rôti/cuit au four;51,8;19;0;28,4;0;0;9,67;0,15
Canard, viande, rôtie/cuite au four;63,1;23,3;0;11,2;0;0;3,48;0,39
Canard, magret, grillé/poêlé;61,7;26,7;traces;12,8;0;0;2,46;1,09
Oie, viande, rôtie/cuite au four;57,2;29;0;12,7;-;0;-;0,19
Oie, viande et peau, rôtie/cuite au four;52;25,2;0;21,9;0;0;6,87;0,18
Pigeon, viande, rôtie/cuite au four;62;23,9;0;13;0;0;3,74;0,14
Autruche, viande cuite;67,1;26,2;0;7,07;0;0;-;0,2
Cervelle, agneau, cuite;75,7;12,6;0,8;10,2;-;0;2,6;0,34
Cervelle, porc, braisée;73,8;12,4;< 0,05;13,8;-;0;3,14;0,33
Cervelle, veau, cuite;76,9;11,5;0;9,63;-;0;2,18;0,39
Coeur, boeuf, cuit;-;23;0,15;4,5;0;0;1,81;0,15
Coeur, poulet, cuit;64,9;26,4;0,1;7,92;-;0;2,26;0,12
Coeur, dinde, cuit;67,2;24,9;0;7,52;0;0;1,9;0,35
Coeur, agneau, cuit;64,2;25;1,93;7,91;-;0;3,14;0,16
Foie, agneau, cuit;65;23;3,16;5,8;-;0;1,81;0,23
Foie, génisse, cuit;64,1;26,3;2,2;5,71;0;0;1,69;0,19
Foie, veau, cuit;67,7;19;4,47;3,02;0;0;0,98;0,2
Foie, volaille, cuit;65,4;25,8;0;6,4;-;0;2,5;0,25
Foie, porc, cuit;64,3;26;3,76;4,4;-;0;1,41;0,12
Foie, poulet, cuit;66,8;24,5;0,8;6,51;0;0;2,06;0,19
Foie, dinde, cuit;64;27;0;8,18;0;0;2,3;0,25
Langue, veau, cuite;64,1;21;0;17;-;0;4,83;0,16
Langue, boeuf, cuite;59,6;23,7;0;15,6;0;0;6,05;0,21
Ris, agneau, cuit;59,7;22,8;0;15,1;-;0;6,84;0,13
Ris, veau, braisé ou sauté/poêlé;73,3;21;0;5,8;0;0;1,65;0,15
Rognon, cuit (aliment moyen);67,8;26,1;0;6,31;0;0;1,61;0,25
Rognon, boeuf, cuit;66,9;27;0;7;0;0;1,29;0,24
Rognon, porc, cuit;68,7;25,4;0;4,7;-;0;1,51;0,2
Rognon, agneau, braisé;70,5;23,7;0;3,62;0;0;1,23;0,38
Rognon, veau, braisé ou sauté/poêlé;67,7;26;0;7;0;0;2,14;0,28
Abat, cuit (aliment moyen);64,8;25,1;1,36;6,24;0,026;0,12;2,13;0,6
Gésier, canard, confit, appertisé;63,4;32,4;0;2,1;< 0,2;< 1;0,7;1,92
Boeuf, côte, crue;-;18,7;traces;19,6;-;0;-;0,16
Boeuf, épaule, crue;69;20,4;0;9,64;0;0;4,02;0,17
Boeuf, basse-côte, crue;65,8;19;1,45;13,2;< 0,5;0;5,94;0,17
Boeuf, gîte à la noix, cru;68,9;21,3;0;7,05;0;0;2,72;0,14
Boeuf, entrecôte, crue;62,5;19,4;0;17,1;0;0;8,07;0,075
